Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Chile,2263,2242,2250,2235,2232,2157,2165,2128,2095,2074,2069.6,2047.4,2024,2015.3,1990.1,1987.5
